obs,air_temperature,air_temperature_qc_executed,air_temperature_qc_results,barometric_pressure,barometric_pressure_qc_executed,barometric_pressure_qc_results,ct_depth,dcl_controller_timestamp,deployment,driver_timestamp,eastward_wind_velocity,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,ingestion_timestamp,internal_timestamp,lat,lon,longwave_irradiance,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,met_barpres,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed,met_current_speed_qc_executed,met_current_speed_qc_results,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_netsirr,met_netsirr_qc_executed,met_netsirr_qc_results,met_relwind_direction,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_salsurf,met_salsurf_qc_executed,met_salsurf_qc_results,met_sensflx_minute,met_spechum,met_spechum_qc_executed,met_spechum_qc_results,met_windavg_mag_corr_east,met_windavg_mag_corr_north,northward_wind_velocity,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,port_timestamp,precipitation,precipitation_qc_executed,precipitation_qc_results,preferred_timestamp,relative_humidity,relative_humidity_qc_executed,relative_humidity_qc_results,sea_surface_conductivity,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,sea_surface_temperature,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,shortwave_irradiance,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,time,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity
"('4494',)",11.1639995575,29,29,1012.80999756,29,29,0.98,empty,7,3736731752.19,2.08999991417,29,29,3736731752.29,0.0,44.63567,-124.30418,289.700012207,29,29,101281.0,29,29,221.611380545,29,29,0.622441229628,29,13,-4.64073054425,8.18430479922,71.4355538756,76.3560028076,29,29,161.03030505,29,29,4.21937473324,29,29,32.4218278152,29,29,-7.90458641145,6.74743938446,29,29,0.958236222883,-4.45560147762,-4.05000019073,29,29,3736724072.72,20.3799991608,29,13,port_timestamp,82.138999939,29,29,3.54940009117,29,13,9.92599964142,29,29,80.8000030518,29,29,3736724072.72,-0.413347493489,-0.465378269763
"('4495',)",11.1789999008,29,29,1012.80999756,29,29,0.98,empty,7,3736731752.19,2.46000003815,29,29,3736731752.29,0.0,44.63567,-124.30418,289.700012207,29,29,101281.0,29,29,221.879313197,29,29,0.622280646836,29,13,-4.49251895781,11.2358776773,71.52005333,76.6394958496,29,29,164.18287231,29,29,5.3233634947,29,29,32.4259413456,29,29,-10.8473002246,6.75641441345,29,29,1.0355658577,-5.58512330841,-5.11999988556,29,29,3736724137.8,20.3899993896,29,13,port_timestamp,82.1660003662,29,29,3.54830002785,29,13,9.90900039673,29,29,81.0999984741,29,29,3736724137.8,-0.415412018432,-0.463320686317
"('4496',)",11.1339998245,29,29,1012.73999023,29,29,0.98,empty,7,3736731752.19,1.98000001907,29,29,3736731752.29,0.0,44.63567,-124.30418,290.5,29,29,101274.0,29,29,222.145474761,29,29,0.622134674208,29,13,-0.480408880462,9.1957500514,70.6024692106,70.9694976807,29,29,167.051133519,29,29,4.80192237571,29,29,32.4301696466,29,29,-9.3091304618,6.77715969086,29,29,0.658559554145,-5.14108928377,-4.78999996185,29,29,3736724202.41,20.3899993896,29,13,port_timestamp,82.6579971313,29,29,3.54730010033,29,13,9.89299964905,29,29,75.0999984741,29,29,3736724202.41,-0.417461886492,-0.461277710473
"('4497',)",11.140999794,29,29,1012.80999756,29,29,0.98,empty,7,3736731752.19,2.5,29,29,3736731752.3,0.0,44.63567,-124.30418,289.799987793,29,29,101281.0,29,29,222.410337551,29,29,0.622002803252,29,13,9.70283619247,12.1301636422,71.4464224016,62.0864982605,29,29,166.74292288,29,29,5.85210976722,29,29,32.4300854023,29,29,-11.7872515909,6.78043031693,29,29,0.92250859918,-6.15540215665,-5.69999980927,29,29,3736724266.68,20.3600006104,29,13,port_timestamp,82.6650009155,29,29,3.54800009727,29,13,9.90100002289,29,29,65.6999969482,29,29,3736724266.68,-0.419500841216,-0.459245611271
"('4498',)",11.111000061,29,29,1012.59997559,29,29,0.98,empty,7,3736731752.19,1.51999998093,29,29,3736731752.3,0.0,44.63567,-124.30418,289.700012207,29,29,101260.0,29,29,222.676981162,29,29,0.621883522966,29,13,17.4144480803,9.75675520572,71.4011313937,53.9594993591,29,29,174.159507752,29,29,5.04342931398,29,29,32.4362650784,29,29,-9.78393915998,6.78621721268,29,29,0.0916635487921,-5.47444975716,-5.26000022888,29,29,3736724331.36,20.3600006104,29,13,port_timestamp,82.8830032349,29,29,3.54789996147,29,13,9.89299964905,29,29,57.0999984741,29,29,3736724331.36,-0.421552676224,-0.457200675093
"('4499',)",11.0959997177,29,29,1012.66998291,29,29,0.98,empty,7,3736731752.19,2.76999998093,29,29,3736731752.3,0.0,44.63567,-124.30418,289.5,29,29,101267.0,29,29,222.812315407,29,29,0.621828151764,29,13,21.7735270825,10.6987290618,71.6687032349,52.7309989929,29,29,159.854733288,29,29,5.29250382904,29,29,32.4352799683,29,29,-10.2588285904,6.78011655807,29,29,1.40015258208,-5.42488447127,-4.86999988556,29,29,3736724364.17,20.4099998474,29,13,port_timestamp,82.8970031738,29,29,3.54859995842,29,13,9.90200042725,29,29,55.7999992371,29,29,3736724364.17,-0.422593789917,-0.456163061909
"('4500',)",11.0959997177,29,29,1012.5300293,29,29,0.98,empty,7,3736731752.19,2.13000011444,29,29,3736731752.3,0.0,44.63567,-124.30418,290.0,29,29,101253.0,29,29,223.015536793,29,29,0.620904652912,29,13,6.99210323557,11.0260605528,71.284524212,65.3939971924,29,29,167.516747301,29,29,5.21642562002,29,29,32.4337774435,29,29,-9.92448433678,6.76306629181,29,29,0.703973426321,-5.54709137219,-5.17000007629,29,29,3736724428.57,20.3799991608,29,13,port_timestamp,82.6780014038,29,29,3.55040001869,29,13,9.92399978638,29,29,69.1999969482,29,29,3736724428.57,-0.423579077193,-0.453986071782
"('4501',)",11.1490001678,29,29,1012.59997559,29,29,0.98,empty,7,3736731752.19,2.03999996185,29,29,3736731752.3,0.0,44.63567,-124.30418,290.200012207,29,29,101260.0,29,29,223.140780727,29,29,0.618957123062,29,13,11.8892024802,12.301702143,71.1306663717,60.1964988708,29,29,170.950355071,29,29,5.68317586116,29,29,32.4353401722,29,29,-11.3466671636,6.76122140884,29,29,0.470669168758,-6.0640721134,-5.73000001907,29,29,3736724492.8,20.3700008392,29,13,port_timestamp,82.3710021973,29,29,3.5501999855,29,13,9.92000007629,29,29,63.7000007629,29,29,3736724492.8,-0.423238733351,-0.451638012993
"('4502',)",11.1560001373,29,29,1012.73999023,29,29,0.98,empty,7,3736731752.19,2.32999992371,29,29,3736731752.3,0.0,44.63567,-124.30418,290.200012207,29,29,101274.0,29,29,223.267718118,29,29,0.616998685532,29,13,15.293306592,11.9694752878,71.1392817993,56.9834976196,29,29,166.998554155,29,29,5.55307864446,29,29,32.4349071117,29,29,-11.0855634994,6.76121330261,29,29,0.826411476959,-5.85999525066,-5.44000005722,29,29,3736724557.5,20.3799991608,29,13,port_timestamp,82.34400177,29,29,3.55060005188,29,13,9.92500019073,29,29,60.2999992371,29,29,3736724557.5,-0.422895957611,-0.449273176347
"('4503',)",11.140999794,29,29,1012.59997559,29,29,0.98,empty,7,3736731752.19,1.33000004292,29,29,3736731752.3,0.0,44.63567,-124.30418,290.5,29,29,101260.0,29,29,223.394593715,29,29,0.61505655384,29,13,13.2371887074,10.6788937082,70.7938753195,58.2119979858,29,29,176.77715655,29,29,5.14040453403,29,29,32.4358064537,29,29,-10.0235823344,6.76659822464,29,29,-0.133564163434,-5.57919900662,-5.42000007629,29,29,3736724621.76,20.3799991608,29,13,port_timestamp,82.4800033569,29,29,3.55060005188,29,13,9.92399978638,29,29,61.5999984741,29,29,3736724621.76,-0.422555507803,-0.446924386498
"('4504',)",11.140999794,29,29,1012.66998291,29,29,0.98,empty,7,3736731752.19,2.08999991417,29,29,3736731752.3,0.0,44.63567,-124.30418,290.700012207,29,29,101267.0,29,29,223.522451871,29,29,0.613114743412,29,29,5.43388923816,10.9227975514,70.6443353452,65.6774978638,29,29,168.583689674,29,29,5.32284944214,29,29,32.4361526962,29,29,-10.4557457947,6.78581666946,29,29,0.631370995701,-5.66210847024,-5.30000019073,29,29,3736724686.1,20.3700008392,29,13,port_timestamp,82.71900177,29,29,3.55089998245,29,13,9.92700004578,29,29,69.5,29,29,3736724686.1,-0.422214581155,-0.444572306885
"('4505',)",11.1180000305,29,29,1012.66998291,29,29,0.98,empty,7,3736731752.19,1.30999994278,29,29,3736731752.3,0.0,44.63567,-124.30418,290.5,29,29,101267.0,29,29,223.648075004,29,29,0.611221736509,29,13,13.2814166585,9.77803940291,70.7831521994,58.5900001526,29,29,176.011745529,29,29,4.88291270032,29,29,32.4374020093,29,29,-9.21824307602,6.77657651901,29,29,-0.082265487884,-5.3133636448,-5.15000009537,29,29,3736724748.93,20.3899993896,29,13,port_timestamp,82.733001709,29,29,3.55119991302,29,13,9.92899990082,29,29,62.0,29,29,3736724748.93,-0.42188170255,-0.442275751352
"('4506',)",11.140999794,29,29,1012.80999756,29,29,0.98,empty,7,3736731752.19,2.04999995232,29,29,3736731752.3,0.0,44.63567,-124.30418,290.299987793,29,29,101281.0,29,29,223.718776969,29,29,0.610162752171,29,13,13.9338281497,11.3634725812,70.9735875288,57.6450004578,29,29,169.542918685,29,29,5.41644488318,29,29,32.438706064,29,29,-10.7582315025,6.76750040054,29,29,0.561383776873,-5.76747335378,-5.42000007629,29,29,3736724784.12,20.3600006104,29,13,port_timestamp,82.5080032349,29,29,3.54999995232,29,13,9.9139995575,29,29,61.0,29,29,3736724784.12,-0.421695257044,-0.44098944922
"('4507',)",11.1339998245,29,29,1012.66998291,29,29,0.98,empty,7,3736731752.19,1.05999994278,29,29,3736731752.3,0.0,44.63567,-124.30418,289.399993896,29,29,101267.0,29,29,223.840579536,29,29,0.608349123248,29,13,17.7073230879,10.695403148,71.850463406,55.6604995728,29,29,179.632037146,29,29,5.05061227745,29,29,32.4381854521,29,29,-9.7562863735,6.75004720688,29,29,-0.388939931846,-5.48929199789,-5.40000009537,29,29,3736724844.46,20.3799991608,29,13,port_timestamp,82.3229980469,29,29,3.55110001564,29,13,9.92700004578,29,29,58.9000015259,29,29,3736724844.46,-0.421375565791,-0.438783874261
"('4508',)",11.140999794,29,29,1012.66998291,29,29,0.98,empty,7,3736731752.19,2.74000000954,29,29,3736731752.3,0.0,44.63567,-124.30418,290.5,29,29,101267.0,29,29,223.971052824,29,29,0.606421340969,29,13,19.0284637003,13.5094275179,70.8471346212,53.7705001831,29,29,163.660953373,29,29,5.80377178135,29,29,32.4394025034,29,29,-11.5575982556,6.71885061264,29,29,1.21168617609,-6.00581525457,-5.48000001907,29,29,3736724908.7,20.3700008392,29,13,port_timestamp,81.90599823,29,29,3.55060005188,29,13,9.92000007629,29,29,56.9000015259,29,29,3736724908.7,-0.421035216651,-0.436435778921
"('4509',)",11.170999527,29,29,1012.73999023,29,29,0.98,empty,7,3736731752.19,1.79999995232,29,29,3736731752.3,0.0,44.63567,-124.30418,289.399993896,29,29,101274.0,29,29,224.102357608,29,29,0.604496723389,29,13,18.6778468088,14.2141600899,71.9193923992,55.2825012207,29,29,174.639253885,29,29,5.9697668904,29,29,32.4392835211,29,29,-12.1732044596,6.7058300972,29,29,0.137037901001,-6.37774404012,-6.11999988556,29,29,3736724972.94,20.3500003815,29,13,port_timestamp,81.591003418,29,29,3.55049991608,29,13,9.91899967194,29,29,58.5,29,29,3736724972.94,-0.420694867511,-0.434087683582
"('4510',)",11.1940002441,29,29,1012.80999756,29,29,0.98,empty,7,3736731752.19,2.48000001907,29,29,3736731752.3,0.0,44.63567,-124.30418,290.0,29,29,101281.0,29,29,224.235092742,29,29,0.602566723585,29,13,21.2199338901,13.9383511627,71.3672283294,52.1640014648,29,29,167.242338736,29,29,5.92256756286,29,29,32.4389689439,29,29,-12.1979621923,6.71448993683,29,29,0.887514865077,-6.20808505866,-5.76000022888,29,29,3736725037.46,20.3600006104,29,13,port_timestamp,81.577003479,29,29,3.55100011826,29,13,9.92500019073,29,29,55.2000007629,29,29,3736725037.46,-0.420352997772,-0.431729097509
"('4511',)",11.1639995575,29,29,1012.66998291,29,29,0.98,empty,7,3736731752.19,2.01999998093,29,29,3736731752.3,0.0,44.63567,-124.30418,290.899993896,29,29,101267.0,29,29,224.368250252,29,29,0.600646154358,29,13,17.6232633657,13.174376139,70.4090842514,54.5265007019,29,29,170.953661407,29,29,5.6417265348,29,29,32.4416344151,29,29,-11.4336963227,6.70762205124,29,29,0.467054591228,-6.00092999434,-5.67000007629,29,29,3736725101.78,20.3600006104,29,13,port_timestamp,81.6449966431,29,29,3.5501999855,29,13,9.91300010681,29,29,57.7000007629,29,29,3736725101.78,-0.420012224769,-0.42937807791
"('4512',)",11.1639995575,29,29,1012.73999023,29,29,0.98,empty,7,3736731752.19,1.39999997616,29,29,3736731752.3,0.0,44.63567,-124.30418,290.200012207,29,29,101274.0,29,29,224.50211081,29,29,0.598730994595,29,13,17.6485140115,10.9976294942,70.9818952169,54.4319992065,29,29,175.718991202,29,29,5.08814957214,29,29,32.441836778,29,29,-10.1643277707,6.72695446014,29,29,-0.0398506430446,-5.50098297452,-5.32000017166,29,29,3736725166.03,20.3700008392,29,13,port_timestamp,81.8850021362,29,29,3.54959988594,29,13,9.90600013733,29,29,57.5999984741,29,29,3736725166.03,-0.419671833244,-0.427029690151
"('4513',)",11.1260004044,29,29,1012.80999756,29,29,0.98,empty,7,3736731752.19,1.32000005245,29,29,3736731752.3,0.0,44.63567,-124.30418,290.200012207,29,29,101281.0,29,29,224.636894948,29,29,0.596818202146,29,13,29.0601938781,10.8645841475,70.9985704049,42.9975013733,29,29,176.89738198,29,29,5.14980022734,29,29,32.4420718593,29,29,-10.0676910124,6.74782133102,29,29,-0.140601228502,-5.56693181043,-5.40999984741,29,29,3736725230.3,20.3799991608,29,13,port_timestamp,82.3509979248,29,29,3.54979991913,29,13,9.90799999237,29,29,45.5,29,29,3736725230.3,-0.419331277472,-0.424680169241
"('4514',)",11.111000061,29,29,1012.73999023,29,29,0.98,empty,7,3736731752.19,1.84000003338,29,29,3736731752.3,0.0,44.63567,-124.30418,290.200012207,29,29,101274.0,29,29,224.710887523,29,29,0.595774720545,29,13,31.1947546309,12.3304105934,71.0419409509,41.2019996643,29,29,172.698547729,29,29,5.58540734425,29,29,32.4408218021,29,29,-10.9755972492,6.73875236511,29,29,0.290702777938,-5.96351323195,-5.67999982834,29,29,3736725265.41,20.3799991608,29,13,port_timestamp,82.3170013428,29,29,3.54949998856,29,13,9.90600013733,29,29,43.5999984741,29,29,3736725265.41,-0.419145245232,-0.423396718268
"('4515',)",11.0959997177,29,29,1012.59997559,29,29,0.98,empty,7,3736731752.19,1.72000002861,29,29,3736731752.31,0.0,44.63567,-124.30418,290.200012207,29,29,101260.0,29,29,224.703159504,29,29,0.595126214698,29,13,32.6975175345,11.4355563925,70.9503646688,39.2174987793,29,29,173.07355698,29,29,5.35518417192,29,29,32.4443912807,29,29,-10.4709047475,6.74633693695,29,29,0.227176488516,-5.73909323417,-5.48000001907,29,29,3736725325.74,20.3600006104,29,13,port_timestamp,82.4800033569,29,29,3.54870009422,29,13,9.89299964905,29,29,41.5,29,29,3736725325.74,-0.41863195294,-0.422992316003
"('4516',)",11.111000061,29,29,1012.73999023,29,29,0.98,empty,7,3736731752.19,1.78999996185,29,29,3736731752.31,0.0,44.63567,-124.30418,291.0,29,29,101274.0,29,29,224.501066737,29,29,0.596079107394,29,13,28.5610458453,11.9053673993,70.2244860974,42.9029998779,29,29,173.069564749,29,29,5.53679198491,29,29,32.4438417378,29,29,-10.9237604436,6.749355793,29,29,0.250287124822,-5.92148269408,-5.65000009537,29,29,3736725390.21,20.3700008392,29,13,port_timestamp,82.4459991455,29,29,3.5490000248,29,13,9.89700031281,29,29,45.4000015259,29,29,3736725390.21,-0.417805284097,-0.425145912426
"('4517',)",11.0959997177,29,29,1012.80999756,29,29,0.98,empty,7,3736731752.19,1.95000004768,29,29,3736731752.31,0.0,44.63567,-124.30418,291.200012207,29,29,101281.0,29,29,224.300264199,29,29,0.597036312126,29,13,35.8440015285,11.1104197491,69.9646385492,35.248500824,29,29,170.399649736,29,29,5.35035497351,29,29,32.4458439731,29,29,-10.481722913,6.75955247879,29,29,0.475322986806,-5.7027159736,-5.38000011444,29,29,3736725454.48,20.3899993896,29,13,port_timestamp,82.6579971313,29,29,3.54839992523,29,13,9.88799953461,29,29,37.2999992371,29,29,3736725454.48,-0.416981256659,-0.42729262759
"('4518',)",11.0959997177,29,29,1012.80999756,29,29,0.98,empty,7,3736731752.19,2.34999990463,29,29,3736731752.31,0.0,44.63567,-124.30418,290.399993896,29,29,101281.0,29,29,224.100156709,29,29,0.598000585498,29,13,35.5801677386,10.7751009672,70.7521333379,35.7210006714,29,29,165.023136943,29,29,5.25724764269,29,29,32.4455218208,29,29,-10.226065895,6.76513624191,29,29,0.942467647752,-5.50809912995,-5.07000017166,29,29,3736725518.72,20.3899993896,29,13,port_timestamp,82.7259979248,29,29,3.54889988899,29,13,9.89400005341,29,29,37.7999992371,29,29,3736725518.72,-0.416157434375,-0.429438808296
"('4519',)",11.0729999542,29,29,1012.66998291,29,29,0.98,empty,7,3736731752.19,1.63999998569,29,29,3736731752.31,0.0,44.63567,-124.30418,290.600006104,29,29,101267.0,29,29,223.900336413,29,29,0.598973890278,29,13,38.6137735116,10.0555389172,70.5405597668,32.5079994202,29,29,172.571965151,29,29,5.01984545161,29,29,32.4438417378,29,29,-9.47432575218,6.76858139038,29,29,0.233637542613,-5.40930789261,-5.15999984741,29,29,3736725583.09,20.3799991608,29,13,port_timestamp,82.8830032349,29,29,3.5490000248,29,13,9.89700031281,29,29,34.4000015259,29,29,3736725583.09,-0.415332124698,-0.431588863884
"('4520',)",11.0810003281,29,29,1012.66998291,29,29,0.98,empty,7,3736731752.19,1.83000004292,29,29,3736731752.31,0.0,44.63567,-124.30418,291.0,29,29,101267.0,29,29,223.701438736,29,29,0.599953110997,29,13,38.7868676566,11.2332028186,70.2104450355,32.5079994202,29,29,172.060741108,29,29,5.39548868148,29,29,32.4439539464,29,29,-10.4052198496,6.76603937149,29,29,0.330734260696,-5.77750919452,-5.48999977112,29,29,3736725647.37,20.3899993896,29,13,port_timestamp,82.8079986572,29,29,3.54909992218,29,13,9.89799976349,29,29,34.4000015259,29,29,3736725647.37,-0.414507943391,-0.433735979901
"('4521',)",11.0500001907,29,29,1012.66998291,29,29,0.98,empty,7,3736731752.19,2.71000003815,29,29,3736731752.31,0.0,44.63567,-124.30418,290.799987793,29,29,101267.0,29,29,223.50280059,29,29,0.600941494102,29,13,43.4181352978,11.6055445035,70.369952744,27.6884994507,29,29,163.359516909,29,29,5.68431499009,29,29,32.4474082514,29,29,-10.8688624991,6.77941656113,29,29,1.21410906777,-5.88214593576,-5.36000013351,29,29,3736725711.77,20.3600006104,29,13,port_timestamp,83.141998291,29,29,3.54819989204,29,13,9.88399982452,29,29,29.2999992371,29,29,3736725711.77,-0.413682133649,-0.435887338235
"('4522',)",11.0500001907,29,29,1012.80999756,29,29,0.98,empty,7,3736731752.19,1.02999997139,29,29,3736731752.31,0.0,44.63567,-124.30418,291.600006104,29,29,101281.0,29,29,223.402915385,29,29,0.601442468645,29,13,47.974455097,9.77615771319,69.6103183494,23.530500412,29,29,180.484191521,29,29,5.18944163573,29,29,32.4439539464,29,29,-9.70664065358,6.81351709366,29,29,-0.457119924254,-5.62622817108,-5.55000019073,29,29,3736725744.24,20.3999996185,29,13,port_timestamp,83.5699996948,29,29,3.54909992218,29,13,9.89799976349,29,29,24.8999996185,29,29,3736725744.24,-0.413265843679,-0.436971836093
"('4523',)",11.0050001144,29,29,1012.66998291,29,29,0.98,empty,7,3736731752.19,1.54999995232,29,29,3736731752.31,0.0,44.63567,-124.30418,292.5,29,29,101267.0,29,29,223.205774214,29,29,0.602439066272,29,13,47.6175816428,10.2709243145,68.6859797037,21.451499939,29,29,175.163939723,29,29,5.36147745114,29,29,32.4461612189,29,29,-9.88782243645,6.80734729767,29,29,0.0395571276219,-5.78150819407,-5.57000017166,29,29,3736725808.47,20.3700008392,29,13,port_timestamp,83.733001709,29,29,3.54789996147,29,13,9.88199996948,29,29,22.7000007629,29,29,3736725808.47,-0.412442175264,-0.439117615946
"('4524',)",10.9899997711,29,29,1012.59997559,29,29,0.98,empty,7,3736731752.19,1.79999995232,29,29,3736731752.31,0.0,44.63567,-124.30418,291.600006104,29,29,101260.0,29,29,223.009170492,29,29,0.603443368327,29,13,49.0710780094,9.83361559996,69.5309955626,20.6009998322,29,29,172.039489015,29,29,5.30227741857,29,29,32.4478456416,29,29,-9.69253332098,6.82139921188,29,29,0.322697360015,-5.69244803149,-5.40999984741,29,29,3736725872.75,20.3600006104,29,13,port_timestamp,83.983001709,29,29,3.54780006409,29,13,9.87899971008,29,29,21.7999992371,29,29,3736725872.75,-0.4116180196,-0.44126466516
"('4525',)",10.982000351,29,29,1012.88000488,29,29,0.98,empty,7,3736731752.19,1.75,29,29,3736731752.31,0.0,44.63567,-124.30418,291.5,29,29,101288.0,29,29,222.813304565,29,29,0.604454325556,29,13,50.3375282657,9.23600995412,69.6328564097,20.6009998322,29,29,171.634581563,29,29,5.08739767915,29,29,32.4456086613,29,29,-9.10487114775,6.82361555099,29,29,0.329350494477,-5.47668022329,-5.19999980927,29,29,3736725937.0,20.4099998474,29,13,port_timestamp,84.0780029297,29,29,3.54819989204,29,13,9.88599967957,29,29,21.7999992371,29,29,3736725937.0,-0.410794210144,-0.443410812448
"('4526',)",10.9440002441,29,29,1012.59997559,29,29,0.98,empty,7,3736731752.19,1.5,29,29,3736731752.31,0.0,44.63567,-124.30418,292.299987793,29,29,101260.0,29,29,222.621280005,29,29,0.605455629463,29,13,51.0863445853,10.7131064687,68.8852256131,18.8055000305,29,29,176.245438693,29,29,5.48912569704,29,29,32.4480771142,29,29,-9.70648746592,6.80269145966,29,29,-0.0505418152373,-5.92286634523,-5.73000001907,29,29,3736726000.19,20.3700008392,29,13,port_timestamp,84.0100021362,29,29,3.54800009727,29,13,9.88099956512,29,29,19.8999996185,29,29,3736726000.19,-0.409983864137,-0.445521885429
"('4527',)",10.9589996338,29,29,1012.88000488,29,29,0.98,empty,7,3736731752.19,1.89999997616,29,29,3736731752.31,0.0,44.63567,-124.30418,291.399993896,29,29,101288.0,29,29,222.4267505,29,29,0.606480341242,29,13,53.0188856486,10.6952455478,69.7087969382,18.6165008545,29,29,172.437325532,29,29,5.63849386509,29,29,32.4496159883,29,29,-10.1983022478,6.81209468842,29,29,0.332925542412,-6.03711502831,-5.73999977112,29,29,3736726064.43,20.4300003052,29,13,port_timestamp,84.0650024414,29,29,3.54699993134,29,13,9.86800003052,29,29,19.7000007629,29,29,3736726064.43,-0.409160195717,-0.447667665299
"('4528',)",10.9289999008,29,29,1012.66998291,29,29,0.98,empty,7,3736731752.19,1.22000002861,29,29,3736731752.31,0.0,44.63567,-124.30418,293.5,29,29,101267.0,29,29,222.232662539,29,29,0.607513180685,29,13,50.6021011962,7.65665946172,67.5419520101,17.2934989929,29,29,175.102245086,29,29,4.36369184605,29,29,32.4483944309,29,29,-7.30301128266,6.80256128311,29,29,-0.0357728359678,-4.79757429698,-4.63999986649,29,29,3736726128.74,20.3899993896,29,13,port_timestamp,84.0979995728,29,29,3.5474998951,29,13,9.875,29,29,18.2999992371,29,29,3736726128.74,-0.408335604094,-0.449815850249
"('4529',)",10.9519996643,29,29,1012.80999756,29,29,0.98,empty,7,3736731752.19,1.85000002384,29,29,3736731752.31,0.0,44.63567,-124.30418,293.799987793,29,29,101281.0,29,29,222.126177666,29,29,0.608084303871,29,13,51.7720618291,9.55587457037,67.323860013,16.4429988861,29,29,169.665079144,29,29,4.93892060881,29,29,32.4480474709,29,29,-8.6646738681,6.77790784836,29,29,0.478169463373,-5.30978851297,-5.0,29,29,3736726164.12,20.3700008392,29,13,port_timestamp,83.6780014038,29,29,3.54719996452,29,13,9.8719997406,29,29,17.3999996185,29,29,3736726164.12,-0.407882001127,-0.450997554064
"('4530',)",10.9670000076,29,29,1012.73999023,29,29,0.98,empty,7,3736731752.19,2.19000005722,29,29,3736731752.31,0.0,44.63567,-124.30418,292.0,29,29,101274.0,29,29,222.155696663,29,29,0.607827695526,29,13,55.817747629,13.4032575094,69.2336781489,15.7815008163,29,29,171.310921274,29,29,6.09913044006,29,29,32.4450263977,29,29,-11.037687213,6.74754953384,29,29,0.513468183955,-6.47972601843,-6.11999988556,29,29,3736726224.36,20.3700008392,29,13,port_timestamp,83.216003418,29,29,3.54769992828,29,13,9.88099956512,29,29,16.7000007629,29,29,3736726224.36,-0.407942080522,-0.450597122036
"('4531',)",10.982000351,29,29,1012.73999023,29,29,0.98,empty,7,3736731752.19,2.0,29,29,3736731752.32,0.0,44.63567,-124.30418,293.5,29,29,101274.0,29,29,222.525969468,29,29,0.605596768464,29,13,53.6344395216,11.9446234751,67.6859927823,15.592499733,29,29,171.425537693,29,29,5.66092541538,29,29,32.4487154517,29,29,-10.4036770027,6.75544548035,29,29,0.434675963482,-6.04396015925,-5.71999979019,29,29,3736726289.71,20.3600006104,29,13,port_timestamp,83.2300033569,29,29,3.54699993134,29,13,9.86900043488,29,29,16.5,29,29,3736726289.71,-0.409337578568,-0.446307285114
"('4532',)",10.9519996643,29,29,1012.73999023,29,29,0.98,empty,7,3736731752.19,2.11999988556,29,29,3736731752.32,0.0,44.63567,-124.30418,292.700012207,29,29,101274.0,29,29,222.89454238,29,29,0.603417224364,29,13,55.0233528411,10.6106099895,68.4306589862,15.2145004272,29,29,167.930706558,29,29,5.24735465356,29,29,32.4472632857,29,29,-9.35128378145,6.77007961273,29,29,0.686476453835,-5.57343230061,-5.19999980927,29,29,3736726354.28,20.3799991608,29,13,port_timestamp,83.5759963989,29,29,3.54730010033,29,13,9.87399959564,29,29,16.1000003815,29,29,3736726354.28,-0.410716590668,-0.442068126887
"('4533',)",10.9139995575,29,29,1012.80999756,29,29,0.98,empty,7,3736731752.19,2.02999997139,29,29,3736731752.32,0.0,44.63567,-124.30418,292.700012207,29,29,101281.0,29,29,223.263758583,29,29,0.601274406038,29,13,55.1746703702,10.4752667884,68.4257799116,15.2145004272,29,29,168.308983151,29,29,5.12177907314,29,29,32.4486259591,29,29,-8.8076268792,6.75968647003,29,29,0.625757226447,-5.45337755933,-5.09999990463,29,29,3736726418.51,20.3899993896,29,13,port_timestamp,83.6650009155,29,29,3.54769992828,29,13,9.87699985504,29,29,16.1000003815,29,29,3736726418.51,-0.412088149918,-0.437851879124
"('4534',)",10.920999527,29,29,1012.73999023,29,29,0.98,empty,7,3736731752.19,1.40999996662,29,29,3736731752.32,0.0,44.63567,-124.30418,292.700012207,29,29,101274.0,29,29,223.635658345,29,29,0.599156406274,29,13,54.9909178845,10.0511938678,68.3757135273,14.3639993668,29,29,176.082109561,29,29,5.18826020523,29,29,32.4511808239,29,29,-9.07199014386,6.78693342209,29,29,-0.0589626465244,-5.60977017782,-5.42999982834,29,29,3736726482.75,20.3600006104,29,13,port_timestamp,83.9560012817,29,29,3.54679989815,29,13,9.86400032043,29,29,15.1999998093,29,29,3736726482.75,-0.413459922702,-0.433634974949
